#TITLE: First Level
#AUTHOR: Trufa
#DIFFICULTY: Easy
#DESC: World's First Deadcore Custom Level
Checkpoint_Gate;-242.0000;-93.2180;-5.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.00
Floor_Platform_16x16;-257.0020;-97.0000;-7.0000;1.0000;0.0000;0.0000;0.7071;0.7071;0.00
Floor_Platform_16x16;-257.0020;-97.0000;9.0050;1.0000;0.0000;0.0000;0.7071;0.7071;0.00
Floor_Platform_16x16;-241.0000;-97.0000;9.0000;1.0000;0.0000;0.0000;0.7071;0.7071;0.00
Floor_Platform_16x16;-241.0000;-97.0000;-7.0000;1.0000;0.0000;0.0000;0.7071;0.7071;0.00
Monolith_Pillar_4x4;-263.0000;-93.9680;15.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.00
Defense_Turret_Enemy;-263.3141;-93.6594;11.5132;1.0000;-0.7071;0.0000;0.0000;0.7071;1.70
Wall12x12x12_LOD0;-256.0576;-91.0681;15.0000;0.4000;-0.7071;0.0000;0.0000;0.7071;0.00
Floor_Platform_16x16;-273.0040;-97.0000;9.0000;1.0000;-0.7071;0.7071;-0.0000;-0.0000;0.00
Wall12x12x12_LOD0;-269.9424;-91.0815;15.0000;0.4000;0.0000;0.7071;0.7071;-0.0000;0.00
Monolith_Pillar_4x4;-263.0000;-90.4161;15.0000;0.8000;0.0000;0.7071;0.7071;-0.0000;0.00
Monolith_Pillar_4x4;-263.0000;-86.5416;15.0000;1.1500;0.0000;0.7071;0.7071;-0.0000;0.00
Floor_Platform_16x16;-257.0000;-97.0000;-23.0020;1.0000;0.7071;0.7071;-0.0000;-0.0000;0.00
Floor_Platform_16x16;-273.0070;-97.0000;-7.0020;1.0000;0.7071;0.7071;-0.0000;-0.0000;0.00
Floor_Platform_16x16;-273.0049;-97.0257;-23.0040;1.0000;0.7071;0.7071;-0.0000;-0.0000;0.00
Floor_Platform_16x16;-241.0000;-85.6148;-14.0000;1.3000;0.5000;0.5000;0.5000;-0.5000;0.00
Floor_Platform_16x16;-233.0882;-85.6270;-7.0056;1.3000;0.7071;0.0000;0.0000;-0.7071;0.00
Floor_Platform_16x16;-233.0831;-85.6274;8.0000;1.3000;0.7071;0.0000;0.0000;-0.7071;0.00
Floor_Platform_16x16;-239.9986;-85.7963;15.9105;1.3000;-0.5000;0.5000;0.5000;0.5000;0.00
Floor_Platform_16x16;-255.0000;-85.4667;15.9155;1.3000;-0.5000;0.5000;0.5000;0.5000;0.00
Floor_Platform_16x16;-272.0000;-85.5980;15.9205;1.3000;-0.5000;0.5000;0.5000;0.5000;0.00
Floor_Platform_16x16;-279.9220;-85.6121;4.2295;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-279.9220;-85.5031;-16.5755;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-279.9213;-85.6391;-30.6204;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-250.0095;-85.6065;-25.6979;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-250.0000;-65.5363;-26.0000;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-233.0837;-64.8098;-7.0000;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-233.6889;-64.8220;8.0000;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-280.0000;-64.6981;-32.0000;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-280.1310;-64.7011;-11.1951;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-279.8920;-64.7930;5.0000;1.3000;0.0000;0.7071;0.7071;0.0000;0.00
Floor_Platform_16x16;-271.0000;-64.5317;15.2375;1.3000;-0.5000;0.5000;0.5000;0.5000;0.00
Floor_Platform_16x16;-253.0000;-64.6647;14.9986;1.3000;-0.5000;0.5000;0.5000;0.5000;0.00
Floor_Platform_16x16;-237.0000;-64.9975;13.6996;1.3000;-0.5000;0.5000;0.5000;0.5000;0.00
Monolith_Pillar_4x4;-266.7746;-97.0000;-145.0000;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-271.9178;-97.0000;-145.0000;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-267.0000;-97.0000;-139.7356;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-272.2644;-97.0000;-139.8567;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-261.8567;-97.0000;-139.7356;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-261.6313;-97.0000;-145.0000;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-256.4674;-97.0000;-145.0000;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Monolith_Pillar_4x4;-256.6929;-97.0000;-139.7356;1.3000;-0.7071;0.0000;0.0000;0.7071;0.00
Floor_Platform_16x16;-243.1520;-66.1619;-14.0148;1.1000;-0.5000;0.5000;0.5000;0.5000;0.00
