#TITLE: Wall Helix
#AUTHOR: Trufa
#DIFFICULTY: Normal
#DESC: A Corridor Full of Helixes
Floor_Platform_16x16;-232.4479;-100.0000;-6.0000;1.0000;0.0000;0.0000;0.7071;0.7071;0.00
Floor_Platform_16x16;-248.4499;-100.0000;-6.0000;1.0000;0.5000;-0.5000;-0.5000;0.5000;0.00
Spawn_Gate;-249.0000;-96.8180;-6.0000;1.0000;0.0000;0.7071;0.0000;0.7071;0.00
Floor_Platform_16x16;-233.0000;-90.9980;-14.0026;1.0000;-0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-216.9980;-91.0000;-14.0000;1.0000;-0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-200.9960;-91.0000;-14.0000;1.0000;-0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-190.0000;-91.0027;1.6244;1.0000;-0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-185.5113;-91.0000;-14.0000;1.0000;-0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-170.0267;-91.0000;-14.0000;1.0000;-0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-199.0020;-91.0000;1.0000;1.0000;-0.7071;0.0000;0.0000;0.7071;0.00
Floor_Platform_16x16;-199.0000;-91.0000;17.0020;1.0000;-0.7071;0.0000;0.0000;0.7071;0.00
Helix_Turbine_Fan;-183.2437;-91.0000;-19.2149;1.0000;0.5000;-0.5000;-0.5000;-0.5000;31.00
Helix_Turbine_Fan;-214.0000;-90.0000;-19.9906;1.0000;0.5000;-0.5000;-0.5000;-0.5000;31.00
Helix_Turbine_Fan;-197.0000;-90.0000;-19.9906;1.0000;0.5000;-0.5000;-0.5000;-0.5000;31.00
Helix_Turbine_Fan;-164.0000;-92.0000;-19.9906;1.0000;0.5000;-0.5000;-0.5000;-0.5000;31.00
Monolith_Pillar_4x4;-227.0000;-96.9573;-8.0000;1.0000;0.5000;-0.5000;-0.5000;-0.5000;0.00
Floor_Platform_16x16;-189.9980;-97.7918;10.6263;1.0000;0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-189.9980;-97.8245;26.6283;1.0000;0.5000;-0.5000;-0.5000;0.5000;0.00
Floor_Platform_16x16;-199.0000;-91.0000;33.0041;1.0000;0.7071;0.0000;0.0000;0.7071;0.00
Floor_Platform_16x16;-183.0000;-90.0225;33.0000;0.8500;0.0000;0.7071;-0.7071;0.0000;0.00
Floor_Platform_16x16;-183.0252;-89.9902;19.3980;0.8500;0.0000;0.7071;-0.7071;0.0000;0.00
Floor_Platform_16x16;-199.0000;-91.0000;49.0061;1.0000;0.0000;0.7071;-0.7071;0.0000;0.00
Floor_Platform_16x16;-199.0000;-91.0000;65.0081;1.0000;0.0000;0.7071;-0.7071;0.0000;0.00
Floor_Platform_16x16;-199.0000;-91.0000;81.0101;1.0000;0.0000;0.7071;-0.7071;0.0000;0.00
Floor_Platform_16x16;-199.0000;-91.0000;97.0121;1.0000;0.0000;0.7071;-0.7071;0.0000;0.00
Floor_Platform_16x16;-199.0000;-91.0000;112.4967;1.0000;0.0000;0.7071;-0.7071;0.0000;0.00
Checkpoint_Gate;-190.0000;-96.1098;11.0000;0.4000;0.0000;0.7071;0.0000;-0.7071;0.00
Monolith_Pillar_4x4;-189.0000;-95.3039;33.0000;0.7500;0.0000;0.7071;0.0000;-0.7071;0.00
Monolith_Pillar_4x4;-185.9637;-95.3039;33.0000;0.7500;0.0000;0.7071;0.0000;-0.7071;0.00
Laser_Barrier;-197.9820;-84.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9527;-86.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9530;-88.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9530;-90.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9530;-92.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9530;-94.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9469;-96.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Laser_Barrier;-197.9739;-98.0000;77.0000;0.4500;0.7071;-0.0000;-0.7071;-0.0000;0.00
Helix_Turbine_Fan;-183.5025;-96.0000;65.0000;1.0500;0.0000;1.0000;0.0000;-0.0000;41.00
Helix_Turbine_Fan;-183.5025;-96.0000;49.0000;1.0500;0.0000;1.0000;0.0000;-0.0000;41.00
Helix_Turbine_Fan;-184.5025;-98.0000;82.0000;1.0500;0.0000;1.0000;0.0000;-0.0000;41.00
