#TITLE: Sample Level
#AUTHOR: PlasmaWario
#DIFFICULTY: Easy
#DESC: Easy Sample Level Made by PlasmaWario, Trufa (Mod Author) Changed some Stuff.
Floor_Platform_16x16;-245.9520;-93.0000;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-246.0000;-93.0000;-14.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-254.7540;-93.0000;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-254.7519;-93.0000;-14.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Spawn_Gate;-256.0000;-90.2680;-8.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-213.0000;-86.0000;-5.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-201.0000;-68.0021;-7.0000;0.5500;0.5000;0.5000;0.5000;0.5000;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-206.3020;-66.0000;-7.0000;0.4500;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-209.0000;-67.0000;-13.0000;1.3500;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-209.0000;-67.0000;-1.0000;1.3500;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Checkpoint_Gate;-201.0000;-63.4201;-7.0000;0.2000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Helix_Turbine_Fan;-183.0000;-49.0482;-7.0000;1.0000;0.0000;0.0000;0.0000;1.0000;6.00;PATH:1:1.00:-183.0000:-49.0000:-7.0000;PARENT:-1
Wall_12x12x01_LOD4;-166.7575;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-163.4564;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-160.0000;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-157.0000;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-154.0000;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-151.0000;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-148.0000;-56.0000;-7.0000;0.8500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-143.0000;-62.0035;-7.0000;0.5500;0.5000;0.5000;0.5000;0.5000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-134.1980;-62.0000;-7.0000;0.5500;0.5000;0.5000;0.5000;0.5000;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-138.0000;-58.7120;-11.0000;0.5500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-138.0000;-58.7120;-3.0000;0.5500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-138.0000;-57.0000;-1.4470;1.0500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-138.0000;-53.0000;1.4116;1.9000;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-146.0000;-52.0000;3.2694;1.2500;0.0000;1.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-145.0000;-52.0000;-17.2694;1.2500;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-194.1682;-64.0000;-7.0000;1.2000;-0.5000;0.5000;-0.5000;-0.5000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-118.0000;-40.9980;-7.0000;1.0000;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-37.5662;-7.0000;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-32.8184;-7.0000;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-28.0706;-7.0000;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-23.3228;-7.0000;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-18.5749;-7.0000;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-113.1729;-35.0000;-5.0000;1.2000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-116.0000;-30.0000;-11.8271;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-122.8271;-26.0000;-9.0000;1.2000;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-120.0000;-21.0000;-2.1729;1.2000;0.0000;1.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-13.8271;-7.0000;1.2000;0.0000;1.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-118.0000;-9.0793;-7.0000;1.2000;0.0000;1.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-113.1729;-16.0000;-5.0000;1.2000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-116.0000;-11.0000;-11.8271;1.2000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-147.8468;-60.2904;-17.4335;1.2000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-147.5508;-60.2906;3.4336;1.2000;0.0000;1.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
