#TITLE: Helix Boost
#AUTHOR: Trufa
#DIFFICULTY: Easy
#DESC: A Simple Helix Boost Challenge Level
Floor_Platform_16x16;-236.0479;-100.0000;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-244.8499;-100.0000;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-244.8499;-100.0000;-14.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-236.0446;-100.0255;-14.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-244.8309;-100.0000;2.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-236.0289;-100.0000;2.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-253.6519;-100.0000;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-253.6519;-100.0000;2.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-95.0545;-1.0000;0.5500;0.5000;-0.5000;-0.5000;-0.5000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-86.2525;-1.0000;0.5500;0.5000;-0.5000;-0.5000;-0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-245.0000;-77.3505;-1.0000;0.7500;1.0000;0.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-245.0000;-77.0000;2.0132;0.7500;1.0000;0.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-245.0000;-77.0000;5.0292;0.7500;1.0000;0.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-245.0000;-77.0000;7.9862;0.7500;1.0000;0.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-245.0000;-77.0000;11.7450;0.7500;1.0000;0.0000;0.0000;-0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-81.0000;18.4063;0.7500;0.5000;-0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-240.5304;-94.9031;-4.9997;0.7500;0.7071;-0.0000;-0.7071;-0.0000;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-240.4230;-85.7890;-4.9953;0.7500;0.7071;-0.0000;-0.7071;-0.0000;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-241.0000;-94.8918;-5.1517;0.7500;-0.0000;-0.0000;-1.0000;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-95.0480;-15.0000;0.5500;-0.5000;-0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Tech_Crate_2x2;-249.0000;-78.2914;22.0000;1.9500;-0.0000;-0.0000;-1.0000;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-249.0000;-78.7440;22.0000;0.3000;-0.0000;0.0000;-0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-249.0000;-77.5399;22.0000;0.3000;-0.0000;0.0000;-0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-249.0000;-76.3359;22.0000;0.3000;-0.0000;0.0000;-0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-249.0000;-79.9480;22.0000;0.3000;-0.0000;0.0000;-0.7071;0.7071;0.00;PATH:0;PARENT:-1
Helix_Turbine_Fan;-245.0000;-73.0000;-14.6228;0.4500;0.7071;-0.0000;-0.7071;-0.0000;45.00;PATH:0;PARENT:-1
Launch_Jumper_Pad;-245.0000;-99.3532;-9.0000;0.5500;0.0000;-0.9990;0.0436;0.0000;25.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-63.6008;-14.0000;0.5500;-0.5000;-0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-71.9480;8.0000;0.5500;-0.0000;0.0000;-0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-245.0000;-71.8274;1.0000;0.3000;-0.0000;0.0000;-0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-253.6519;-100.0000;-14.8020;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Spawn_Gate;-254.0000;-98.3930;-6.0000;0.5500;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Global_Sunlight;-254.0000;-97.5000;-15.0000;1.0000;0.4082;-0.2346;0.1094;0.8754;16.55;60.0;FD6B00;1.00;PATH:0;PARENT:-1
Tech_Spotlight;-245.0000;-60.0000;-12.0000;1.0000;0.6088;0.0000;0.0000;0.7934;26.19;150.0;00FFFF;2.65;PATH:0;PARENT:-1
Goal_Gate;-243.0000;-67.0000;-93.0000;0.3500;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-243.0000;-72.0000;-93.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
